title,address,access,age,floor,fee,management_fee,deposit,gratuity,floor_plan,area
マルコフォート,東京都調布市菊野台３,"
京王線/柴崎駅 歩3分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩15分
","
築37年
地下1地上3階建
","
											2階",5.8万円,2000円,5.8万円,-,1K,19.44m2
コピス上の原,東京都調布市深大寺東町３,"
京王線/つつじヶ丘駅 歩19分
京王線/柴崎駅 歩19分
京王線/国領駅 歩28分
","
築11年
3階建
","
											1階",10.5万円,5000円,-,10.5万円,1LDK,44.24m2
プリモ,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/国領駅 歩12分
京王線/つつじヶ丘駅 歩14分
","
築35年
4階建
","
											2階",5.5万円,2000円,5.5万円,5.5万円,ワンルーム,19.26m2
プリモ,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/国領駅 歩12分
京王線/つつじヶ丘駅 歩14分
","
築35年
4階建
","
											2階",5.5万円,2000円,5.5万円,5.5万円,ワンルーム,19.26m2
プリモ,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/国領駅 歩12分
京王線/つつじヶ丘駅 歩14分
","
築35年
4階建
","
											3階",5.7万円,2000円,5.7万円,5.7万円,ワンルーム,20.5m2
プリモ,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/国領駅 歩12分
京王線/つつじヶ丘駅 歩14分
","
築35年
4階建
","
											2階",5.7万円,2000円,5.7万円,5.7万円,1K,19.26m2
プリモ,東京都調布市菊野台１,"
京王線/柴崎駅 歩2分
京王線/国領駅 歩12分
京王線/つつじヶ丘駅 歩14分
","
築35年
4階建
","
											3階",6.3万円,2000円,6.3万円,6.3万円,ワンルーム,20.5m2
ルミエール仙川,東京都調布市仙川町２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築31年
4階建
","
											2階",5.9万円,3000円,-,-,ワンルーム,19.04m2
ルミエール仙川,東京都調布市仙川町２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築31年
4階建
","
											2階",5.9万円,3000円,-,-,ワンルーム,19.04m2
ルミエール仙川,東京都調布市仙川町２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築31年
4階建
","
											2階",5.9万円,3000円,-,-,ワンルーム,19.04m2
ルミエール仙川,東京都調布市仙川町２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築31年
4階建
","
											3階",6万円,3000円,-,-,ワンルーム,19.04m2
ルミエール仙川,東京都調布市仙川町２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築31年
4階建
","
											3階",6万円,3000円,-,-,ワンルーム,19.04m2
ハイム武蔵野,東京都調布市布田６,"
京王相模原線/京王多摩川駅 歩13分
京王線/布田駅 歩14分
京王線/調布駅 歩12分
","
築30年
2階建
","
											2階",5.3万円,-,5.3万円,5.3万円,1K,20.7m2
ハイム武蔵野,東京都調布市布田６,"
京王相模原線/京王多摩川駅 歩13分
京王線/布田駅 歩14分
京王線/調布駅 歩12分
","
築30年
2階建
","
											2階",5.5万円,-,5.5万円,5.5万円,1K,20.7m2
小林邸,東京都調布市深大寺元町１,"
京王線/調布駅 歩18分
京王線/調布駅 バス5分 (バス停)御塔坂下 歩3分
京王線/国領駅 歩45分
","
築31年
2階建
","
											1階",16.2万円,4000円,16.2万円,32.4万円,4DK,71m2
アベニューセイジョウ,東京都調布市入間町１,"
小田急線/成城学園前駅 歩18分
京王線/千歳烏山駅 バス12分 (バス停)都立総合工科高校前 歩6分
京王線/仙川駅 歩22分
","
築13年
3階建
","
											1階",10.7万円,4000円,-,10.7万円,1LDK,44.21m2
京王線 仙川駅 3階建 築13年,東京都調布市入間町１,"
京王線/仙川駅 歩20分
小田急線/成城学園前駅 歩18分
京王線/千歳烏山駅 バス12分 (バス停)都立総合工科高校前 歩7分
","
築13年
3階建
","
											1階",10.7万円,4000円,-,10.7万円,1LDK,44.21m2
京王相模原線 京王多摩川駅 2階建 築15年,東京都調布市多摩川３,"
京王相模原線/京王多摩川駅 歩12分
ＪＲ南武線/矢野口駅 歩15分
京王線/調布駅 歩21分
","
築15年
2階建
","
											2階",7.1万円,5000円,-,7.1万円,ワンルーム,30.43m2
土方コーポ,東京都調布市国領町６,"
京王線/国領駅 歩10分
京王線/布田駅 歩14分
京王線/調布駅 歩19分
","
築49年
2階建
","
											1階",6.5万円,3000円,6.5万円,-,2K,30m2
吉井ハイツ,東京都調布市布田５,"
京王線/調布駅 歩8分
京王線/布田駅 歩15分
京王相模原線/京王多摩川駅 歩11分
","
築35年
2階建
","
											2階",4.6万円,2000円,4.6万円,-,1K,18m2
カーサ緑ケ丘,東京都調布市緑ケ丘２,"
京王線/仙川駅 歩10分
京王線/つつじヶ丘駅 歩25分
京王井の頭線/高井戸駅 バス24分 (バス停)中給田 歩7分
","
築19年
2階建
","
											1階",5.4万円,-,5.4万円,-,ワンルーム,18.2m2
ダイホープラザ調布,東京都調布市国領町１,"
京王線/調布駅 歩8分
京王線/布田駅 歩1分
京王線/国領駅 歩9分
","
築34年
4階建
","
											4階",5万円,-,5万円,-,1K,16.61m2
ダイホープラザ調布,東京都調布市国領町１,"
京王線/調布駅 歩8分
京王線/布田駅 歩1分
京王線/国領駅 歩9分
","
築34年
4階建
","
											1階",4.5万円,5000円,-,-,1K,16.61m2
ダイホープラザ調布,東京都調布市国領町１,"
京王線/調布駅 歩8分
京王線/布田駅 歩1分
京王線/国領駅 歩9分
","
築34年
4階建
","
											2階",5.3万円,10000円,-,-,1K,18.09m2
柴崎貸家2号棟,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩12分
京王線/柴崎駅 歩14分
京王線/仙川駅 歩25分
","
築44年
2階建
","
											2階",20万円,-,20万円,20万円,4LDK,82.7m2
柴崎貸家2号棟,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩12分
京王線/柴崎駅 歩14分
京王線/仙川駅 歩25分
","
築44年
2階建
","
											1-2階",20万円,-,20万円,20万円,4LDK,82.5m2
メゾンプチフォーレ,東京都調布市国領町５,"
京王線/布田駅 歩3分
京王線/国領駅 歩6分
京王線/調布駅 歩11分
","
築39年
3階建
","
											2階",5.8万円,2000円,5.8万円,-,1K,24.6m2
京王線 調布駅 2階建 築22年,東京都調布市深大寺東町３,"
京王線/調布駅 バス15分 (バス停)深大寺市営住宅 歩5分
ＪＲ総武線/三鷹駅 バス18分 (バス停)深大寺市営住宅 歩5分
京王線/つつじヶ丘駅 歩23分
","
築22年
2階建
","
											2階",6.3万円,2000円,6.3万円,-,1SK,28.21m2
京王線 調布駅 2階建 築22年,東京都調布市深大寺東町３,"
京王線/調布駅 バス15分 (バス停)深大寺市営住宅 歩5分
ＪＲ総武線/三鷹駅 バス18分 (バス停)深大寺市営住宅 歩5分
京王線/つつじヶ丘駅 歩23分
","
築22年
2階建
","
											2階",6.3万円,2000円,6.3万円,-,1K,28.21m2
メッセ調布,東京都調布市深大寺南町５,"
京王線/柴崎駅 歩29分


","
築29年
2階建
","
											2階",7.1万円,5000円,-,-,2DK,39.7m2
メッセ調布,東京都調布市深大寺南町５,"
京王線/柴崎駅 歩29分


","
築29年
2階建
","
											2階",11.4万円,-,-,-,2DK,39.7m2
グランベール,東京都調布市染地１,"
京王線/布田駅 歩15分
京王線/調布駅 歩18分
ＪＲ南武線/中野島駅 歩14分
","
築15年
3階建
","
											2階",7万円,3000円,5万円,7万円,1K,24.52m2
京王線 布田駅 3階建 築15年,東京都調布市染地１,"
京王線/布田駅 歩15分
京王線/調布駅 歩18分
京王線/国領駅 歩19分
","
築15年
3階建
","
											2階",7万円,3000円,5万円,7万円,1K,24.52m2
ピア柴崎,東京都調布市柴崎１,"
京王線/柴崎駅 歩6分
京王線/国領駅 歩14分
京王線/つつじヶ丘駅 歩17分
","
築32年
2階建
","
											1階",3.5万円,3000円,-,-,ワンルーム,13.06m2
ピア柴崎,東京都調布市柴崎１,"
京王線/柴崎駅 歩6分
京王線/国領駅 歩14分
京王線/つつじヶ丘駅 歩17分
","
築32年
2階建
","
											1階",4万円,3000円,-,-,ワンルーム,15.04m2
カーサ　アサノ,東京都調布市多摩川５,"
京王線/調布駅 歩18分
京王相模原線/京王多摩川駅 歩2分

","
築24年
7階建
","
											2階",4.8万円,9000円,4.8万円,-,ワンルーム,19.51m2
カーサ　アサノ,東京都調布市多摩川５,"
京王線/調布駅 歩18分
京王相模原線/京王多摩川駅 歩2分

","
築24年
7階建
","
											4階",4.8万円,9000円,4.8万円,-,ワンルーム,19.51m2
カーサ　アサノ,東京都調布市多摩川５,"
京王線/調布駅 歩18分
京王相模原線/京王多摩川駅 歩2分

","
築24年
7階建
","
											5階",4.9万円,9000円,4.9万円,-,ワンルーム,19.51m2
カーサ　アサノ,東京都調布市多摩川５,"
京王線/調布駅 歩18分
京王相模原線/京王多摩川駅 歩2分

","
築24年
7階建
","
											2階",8.45万円,10500円,-,8.45万円,ワンルーム,19.34m2
京王線 調布駅 3階建 築39年,東京都調布市下石原３,"
京王線/調布駅 歩12分
京王線/西調布駅 歩12分
京王相模原線/京王多摩川駅 歩13分
","
築39年
3階建
","
											3階",7万円,-,3.5万円,-,1DK,31m2
京王線 つつじヶ丘駅 2階建 築14年,東京都調布市深大寺東町１,"
京王線/つつじヶ丘駅 バス8分 (バス停)西原 歩2分
京王線/調布駅 バス20分 (バス停)西原 歩2分
京王線/布田駅 歩28分
","
築14年
2階建
","
											2階",9.7万円,2000円,9.7万円,-,1LDK,44.9m2
京王線 つつじヶ丘駅 2階建 築14年,東京都調布市深大寺東町１,"
京王線/つつじヶ丘駅 バス8分 (バス停)西原 歩2分
京王線/調布駅 バス20分 (バス停)西原 歩2分
京王線/布田駅 歩28分
","
築14年
2階建
","
											2階",9.7万円,3000円,9.7万円,-,1LDK,44.9m2
フレンドハウス,東京都調布市国領町４,"
京王線/国領駅 歩7分
京王線/布田駅 歩11分
京王線/柴崎駅 歩17分
","
築33年
2階建
","
											2階",4.9万円,3000円,-,-,ワンルーム,15.69m2
多摩川住宅ハ-10号棟,東京都調布市染地３,"
京王線/国領駅 歩15分
小田急線/狛江駅 バス6分 (バス停)多摩川住宅中央 歩5分
京王相模原線/調布駅 バス9分 (バス停)住宅入口 歩5分
","
築57年
5階建
","
											5階",7万円,-,7万円,7万円,3DK,41.7m2
メゾンサクラ,東京都調布市飛田給２,"
京王線/飛田給駅 歩2分
京王線/西調布駅 歩12分
京王線/武蔵野台駅 歩17分
","
築35年
2階建
","
											1階",4.8万円,2000円,2.4万円,2.4万円,1K,21.03m2
京王線 飛田給駅 2階建 築35年,東京都調布市飛田給２,"
京王線/飛田給駅 歩2分
京王線/西調布駅 歩12分
京王線/武蔵野台駅 歩17分
","
築35年
2階建
","
											1階",4.8万円,2000円,2.4万円,2.4万円,1K,21.03m2
京王線 調布駅 3階建 築49年,東京都調布市布田２,"
京王線/調布駅 歩7分
京王線/布田駅 歩10分
京王線/国領駅 歩15分
","
築49年
3階建
","
											2階",6.6万円,1000円,6.6万円,6.6万円,1K,29.75m2
あいびいはうす,東京都調布市小島町３,"
京王相模原線/京王多摩川駅 歩8分
京王線/調布駅 歩11分
京王線/西調布駅 歩19分
","
築36年
2階建
","
											1階",4万円,-,4万円,-,1K,14m2
富士見コーポ,東京都調布市富士見町２,"
京王線/調布駅 歩11分
京王線/西調布駅 歩15分
ＪＲ中央線/三鷹駅 バス28分 (バス停)電通大学生学生寮 歩3分
","
築27年
2階建
","
											1階",5万円,-,-,-,1K,18.86m2
富士見コーポ,東京都調布市富士見町２,"
京王線/調布駅 歩11分
京王線/西調布駅 歩15分
ＪＲ中央線/三鷹駅 バス28分 (バス停)電通大学生学生寮 歩3分
","
築27年
2階建
","
											2階",5万円,-,-,-,1K,18.63m2
メゾン西調布,東京都調布市上石原１,"
京王線/西調布駅 歩7分
京王線/飛田給駅 歩10分
ＪＲ中央線/武蔵境駅 バス29分 (バス停)上石原 歩4分
","
築38年
3階建
","
											3階",4万円,2000円,4万円,-,1K,17.36m2
メゾン西調布,東京都調布市上石原１,"
京王線/西調布駅 歩7分
京王線/飛田給駅 歩10分
ＪＲ中央線/武蔵境駅 バス29分 (バス停)上石原 歩4分
","
築38年
3階建
","
											2階",4万円,2000円,4万円,-,1K,17m2
メゾン西調布,東京都調布市上石原１,"
京王線/西調布駅 歩7分
京王線/飛田給駅 歩10分
ＪＲ中央線/武蔵境駅 バス29分 (バス停)上石原 歩4分
","
築38年
3階建
","
											1階",4万円,2000円,4万円,-,ワンルーム,16.38m2
メゾン西調布,東京都調布市上石原１,"
京王線/西調布駅 歩7分
京王線/飛田給駅 歩10分
ＪＲ中央線/武蔵境駅 バス29分 (バス停)上石原 歩4分
","
築38年
3階建
","
											3階",4万円,3000円,4万円,-,ワンルーム,17.36m2
グレースランド,東京都調布市多摩川３,"
京王相模原線/京王多摩川駅 歩8分
京王線/調布駅 バス8分 (バス停)福祉作業所入口 歩7分
ＪＲ南武線/矢野口駅 歩13分
","
築34年
2階建
","
											2階",3.9万円,1000円,3.9万円,-,1K,22m2
下石原2丁目貸家,東京都調布市下石原２,"
京王線/調布駅 歩11分
京王線/西調布駅 歩14分
京王相模原線/京王多摩川駅 歩16分
","
築65年
2階建
","
											-",12万円,-,12万円,12万円,4K,66.94m2
グリーンピア,東京都調布市佐須町４,"
京王線/柴崎駅 歩9分
京王線/国領駅 歩15分
京王線/布田駅 歩20分
","
築32年
2階建
","
											2階",4.3万円,3000円,-,-,1K,16.5m2
調布ヶ丘ヴィレッジI,東京都調布市調布ケ丘１,"
京王線/調布駅 歩12分
京王線/布田駅 歩17分
京王線/国領駅 歩21分
","
築31年
4階建
","
											2階",6.5万円,3000円,6.5万円,-,1K,24m2
調布ヶ丘ヴィレッジI,東京都調布市調布ケ丘１,"
京王線/調布駅 歩12分
京王線/布田駅 歩17分
京王線/国領駅 歩21分
","
築31年
4階建
","
											3階",7万円,3000円,7万円,-,1K,23m2
タルタルーガ,東京都調布市緑ケ丘２,"
京王線/仙川駅 歩9分
京王線/千歳烏山駅 歩18分

","
築32年
2階建
","
											2階",6.2万円,1000円,-,-,ワンルーム,19.4m2
ラ・ガーディア・ライラックス,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩5分
京王線/柴崎駅 歩10分

","
築34年
2階建
","
											2階",4.4万円,2000円,4.4万円,4.4万円,ワンルーム,15.5m2
ラ・ガーディア・ライラックス,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩5分
京王線/柴崎駅 歩10分

","
築34年
2階建
","
											2階",4.5万円,2000円,4.5万円,4.5万円,ワンルーム,15.5m2
トマト,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/国領駅 歩21分
","
築31年
4階建
","
											3階",4.5万円,-,-,-,1K,18.5m2
BALDO調布,東京都調布市小島町３,"
京王線/調布駅 歩10分
京王相模原線/京王多摩川駅 歩11分
京王線/西調布駅 歩17分
","
築30年
3階建
","
											2階",4.7万円,3000円,-,4.7万円,1K,16.7m2
川原荘,東京都調布市仙川町１,"
京王線/仙川駅 歩3分
京王線/つつじヶ丘駅 歩18分

","
築47年
2階建
","
											1階",4.7万円,5000円,4.7万円,4.7万円,1DK,24m2
